freq,unit,s_adj,na_item,geo,time,value
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per person,France,2020-07-01,-4.2
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per person,France,2020-10-01,-4.2
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per person,France,2021-01-01,1.0
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per person,France,2021-04-01,13.2
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per person,France,2021-07-01,1.3
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per person,France,2021-10-01,2.0
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per person,France,2022-01-01,1.3
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per person,France,2022-04-01,0.8
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per person,France,2022-07-01,-0.6
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per person,France,2022-10-01,-0.6
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per person,France,2023-01-01,-0.3
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per person,France,2023-04-01,0.2
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per person,France,2023-07-01,-0.1
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per person,France,2023-10-01,0.4
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per person,France,2024-01-01,0.7
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per person,France,2024-04-01,0.3
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per person,France,2024-07-01,0.8
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per person,France,2024-10-01,0.5
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per person,France,2025-01-01,0.9
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per person,Italy,2019-01-01,-0.1
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per person,Italy,2019-04-01,0.3
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per person,Italy,2019-07-01,-0.3
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per person,Italy,2019-10-01,-0.7
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per person,Italy,2020-01-01,-6.2
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per person,Italy,2020-04-01,-15.0
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per person,Italy,2020-07-01,-3.2
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per person,Italy,2020-10-01,-3.9
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per person,Italy,2021-01-01,4.2
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per person,Italy,2021-04-01,16.8
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per person,Italy,2021-07-01,4.7
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per person,Italy,2021-10-01,6.5
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per person,Italy,2022-01-01,5.0
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per person,Italy,2022-04-01,3.8
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per person,Italy,2022-07-01,2.7
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per person,Italy,2022-10-01,0.6
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per person,Italy,2023-01-01,-0.4
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per person,Italy,2023-04-01,-0.9
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per person,Italy,2023-07-01,-1.6
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per person,Italy,2023-10-01,-1.4
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per person,Italy,2024-01-01,-1.2
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per person,Italy,2024-04-01,-1.1
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per person,Italy,2024-07-01,-1.6
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per person,Italy,2024-10-01,-0.5
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per person,Italy,2025-01-01,
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Euro area – 20 countries (from 2023),2019-01-01,-0.3
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Euro area – 20 countries (from 2023),2019-04-01,0.9
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Euro area – 20 countries (from 2023),2019-07-01,0.9
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Euro area – 20 countries (from 2023),2019-10-01,0.6
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Euro area – 20 countries (from 2023),2020-01-01,1.5
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Euro area – 20 countries (from 2023),2020-04-01,3.6
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Euro area – 20 countries (from 2023),2020-07-01,1.6
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Euro area – 20 countries (from 2023),2020-10-01,2.4
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Euro area – 20 countries (from 2023),2021-01-01,1.9
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Euro area – 20 countries (from 2023),2021-04-01,-1.8
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Euro area – 20 countries (from 2023),2021-07-01,0.8
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Euro area – 20 countries (from 2023),2021-10-01,0.0
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Euro area – 20 countries (from 2023),2022-01-01,-1.0
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Euro area – 20 countries (from 2023),2022-04-01,0.3
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Euro area – 20 countries (from 2023),2022-07-01,0.3
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Euro area – 20 countries (from 2023),2022-10-01,-0.3
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Euro area – 20 countries (from 2023),2023-01-01,-0.6
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Euro area – 20 countries (from 2023),2023-04-01,-1.0
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Euro area – 20 countries (from 2023),2023-07-01,-1.6
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Euro area – 20 countries (from 2023),2023-10-01,-1.2
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Euro area – 20 countries (from 2023),2024-01-01,-0.3
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Euro area – 20 countries (from 2023),2024-04-01,-0.3
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Euro area – 20 countries (from 2023),2024-07-01,0.4
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Euro area – 20 countries (from 2023),2024-10-01,0.1
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Euro area – 20 countries (from 2023),2025-01-01,
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Germany,2019-01-01,-0.2
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Germany,2019-04-01,0.9
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Germany,2019-07-01,0.9
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Germany,2019-10-01,1.5
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Germany,2020-01-01,0.3
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Germany,2020-04-01,-3.1
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Germany,2020-07-01,4.3
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Germany,2020-10-01,2.6
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Germany,2021-01-01,1.3
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Germany,2021-04-01,4.6
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Germany,2021-07-01,-0.2
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Germany,2021-10-01,-0.1
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Germany,2022-01-01,0.8
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Germany,2022-04-01,0.5
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Germany,2022-07-01,-0.9
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Germany,2022-10-01,-0.3
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Germany,2023-01-01,-0.2
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Germany,2023-04-01,-1.0
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Germany,2023-07-01,-1.1
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Germany,2023-10-01,-0.6
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Germany,2024-01-01,0.3
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Germany,2024-04-01,0.5
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Germany,2024-07-01,-0.1
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Germany,2024-10-01,-0.9
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Germany,2025-01-01,-0.4
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,France,2019-01-01,0.7
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,France,2019-04-01,0.8
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,France,2019-07-01,0.4
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,France,2019-10-01,-0.8
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,France,2020-01-01,-2.4
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,France,2020-04-01,4.7
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,France,2020-07-01,-0.6
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,France,2020-10-01,2.1
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,France,2021-01-01,3.0
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,France,2021-04-01,-4.2
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,France,2021-07-01,-1.0
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,France,2021-10-01,-3.3
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,France,2022-01-01,-2.3
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,France,2022-04-01,-2.8
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,France,2022-07-01,-0.5
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,France,2022-10-01,-0.5
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,France,2023-01-01,-1.5
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,France,2023-04-01,-0.4
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,France,2023-07-01,-0.7
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,France,2023-10-01,-0.1
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,France,2024-01-01,0.6
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,France,2024-04-01,0.5
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,France,2024-07-01,0.9
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,France,2024-10-01,0.9
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,France,2025-01-01,
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Italy,2019-01-01,-0.8
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Italy,2019-04-01,1.3
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Italy,2019-07-01,0.7
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Italy,2019-10-01,0.3
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Italy,2020-01-01,3.4
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Italy,2020-04-01,6.5
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Italy,2020-07-01,1.6
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Italy,2020-10-01,2.2
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Italy,2021-01-01,0.1
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Italy,2021-04-01,-4.4
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Italy,2021-07-01,-0.5
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Italy,2021-10-01,-0.2
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Italy,2022-01-01,-0.5
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Italy,2022-04-01,0.2
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Italy,2022-07-01,1.9
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Italy,2022-10-01,-0.6
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Italy,2023-01-01,-1.2
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Italy,2023-04-01,-1.6
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Italy,2023-07-01,-2.7
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Italy,2023-10-01,-2.3
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Italy,2024-01-01,-2.1
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Italy,2024-04-01,-1.3
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Italy,2024-07-01,-0.8
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Italy,2024-10-01,0.1
Quarterly,Percentage change compared to same period in previous year,Seasonally and calendar adjusted data,Real labour productivity per hour worked,Italy,2025-01-01,
